######################################################## 
## Size:
######################################################## 
## Cluster:
## Density
## Generators:
## NormalDistribution(mean=100.0,
## NormalDistribution(mean=100.0,
## Discards:
## Density
######################################################## 
94.50366398297804 107.66597428480898
79.19336056589307 102.64620111628949
97.49988843944755 103.11968292415932
89.6057170134937 91.97965141859086
102.33293655591905 84.08837494151527
90.6083390501426 96.95950281119497
111.29808318910455 88.05839112721917
106.85555286076472 97.67310220155301
91.06193462924479 98.56340195389953
91.54367474557802 100.15746053601136
97.75971894378512 100.86244716042188
110.30472910371746 61.62678814554706
93.60391551048328 93.72068337661506
93.04892219828352 104.23834096374524
90.78701677431758 106.07192494711326
102.15144043537089 93.71479980569039
108.6270292147278 92.9298949293542
90.79922893285078 113.69627049605141
106.07136138556007 93.22579516227357
94.4895887323504 84.55251034563753
87.59145610694256 107.25936001875158
107.45948983608105 108.91800770877569
104.25506436531943 100.4359899750424
100.52046400914755 97.51376406487813
91.84262053470383 100.86969254671975
105.05527452392407 107.06362575648966
90.58162273761326 91.03643423346554
97.51181745806531 115.02131152423811
89.28731987345168 96.10224080966636
100.29230832003918 109.66910796100096
95.85456236855082 97.40027540622667
123.34946338722851 92.40745048240868
109.66450925010287 102.18595870843619
90.59354676796313 109.69160209238268
98.79738053832057 110.65025434492995
106.46908763741027 80.1443691943927
89.07936184395376 127.72435485037948
102.11076674057183 94.70545721493531
103.7515650188241 94.87377879326117
111.27619310784122 107.99164032879123
102.94087539563314 102.30402533290632
86.59793489623621 95.57889791475898
93.40492787589456 97.3655921469097
86.36479740893202 104.80604891055994
111.31186511833103 96.75918661031815
97.05555804657719 97.60844166566247
112.00180516396671 107.71589167134726
92.06911161359884 87.49864487151737
100.82249412055485 103.1298789670879
105.62980532849402 95.42158755109863
103.21659116746102 108.31935216215324
110.0659933042112 94.69147715619668
86.30430328770325 91.90676644995477
100.25552494574887 98.77389998659176
111.97253135268468 105.50721534633708
96.14919576323183 86.48201783451374
93.13976167983833 102.40093849049792
86.70359101873404 109.62825941000472
124.85863152294979 100.12272287888857
91.25167400251843 103.8312146827515
108.95007474506846 99.73694654873876
115.6228975586494 112.0896094366741
91.647868676797 97.7526805608725
92.16691789240163 78.0505997595553
96.11174915346014 88.98261306586046
98.87974100726855 103.098527508423
107.33821709607598 102.28189616864395
110.29677086063805 90.68882966012984
100.56489671698196 105.10468141992533
114.41714108164213 102.01856247708315
101.1578122807323 99.8878600320196
84.39156700585833 97.37271005403677
87.6055858926599 94.89016115991558
78.49917230943885 84.80594219801439
83.87691783438979 93.08403616258603
87.92034349620451 86.4088655157366
100.81802923302168 108.32397206239025
101.51369985567285 98.68880101099377
93.42203882070936 95.87814154000617
95.72527434607012 103.35147238735996
100.01367583991023 125.3558494282213
100.50963402343154 107.96145697149521
111.47675637398044 90.30336292282226
106.38550649109278 103.78107768774531
103.89614288830884 117.47517055206632
101.7643644558402 95.10592572623081
98.42708232313161 114.00231062245301
102.58330539749801 90.73356080390236
100.93768871298963 102.28327079733661
97.49003013926915 95.34171712062496
110.80020295944632 110.18134608597784
101.59161646321942 93.78713362901985
103.26917432535089 100.40036195240285
109.72868623285548 90.04177959868947
101.84969400815123 105.27271150443114
102.67920904659908 124.11898924469286
91.19871826798779 98.00799630620917
93.57658163945555 98.06280363264321
113.59153558860277 99.9586425421058
92.76571349826709 108.86893862445868
101.15351264726883 88.8279273131998
100.44474277363048 108.87880013654474
110.04354462576264 98.61799580905439
89.41733200235738 109.09528641947034
113.75249355265008 103.38899572528773
94.04208436874346 118.57587953142506
121.29637961697344 106.5414538523176
86.19444190220744 106.25973832099817
111.00479848084127 105.74344486457318
98.12400286995701 111.66468139520941
107.39700243674942 78.72688239911801
106.24132540284164 96.38097757466834
103.60573021804692 96.86127748292962
85.72483516090537 119.64585108296454
103.48036207345154 120.14905846788793
102.54065689177102 106.73593218406543
113.27339191106061 93.28500171728295
87.86273973046542 101.11378810209595
96.18347375557313 106.49254829501203
119.26645918868311 103.04707882679489
104.04489603122498 79.21236505457891
85.42945004371049 109.04957808282607
103.77196174651314 100.98873560042644
95.42221618738488 89.77720057345002
93.84954137960328 100.34800319315451
98.8234828654036 106.71065819652063
97.72999947933889 98.9694505508479
114.36094763831582 97.77042965884434
110.37390099252556 92.71229514405266
86.45591126960538 98.16187700691357
109.36077100981953 89.71131215264077
116.67341224929552 101.39737285922156
107.51399506798207 87.76369695255391
107.9958110448606 98.54666744859591
109.10885253675424 96.3655007863244
81.91994286763112 119.01521219104421
118.6317229772352 115.67008038585361
79.35529919766023 86.61724355512963
107.22603140157591 98.37653734467159
75.00910211929786 103.7972580322798
97.87142331091816 94.82672472646392
82.70151990264317 98.7387066672009
94.18450001608807 95.89506041380064
107.8004626102398 96.48116709819398
115.93256553269676 92.83648181961766
109.7626500201637 100.01230544826171
105.6529189588865 90.87316281760243
113.0582129209692 97.0287094313218
109.92364897509115 96.80691760613054
116.59839627193807 102.40133033631332
113.87801441024762 99.63844485791712
91.70381557033627 118.9246342766508
82.6624955845238 93.01013948007588
118.1529671270735 93.51385778309063
107.85579441500451 108.77568292752392
106.90156157680808 108.00434066156954
94.20776471102832 93.71927902814133
70.10060991364459 107.07034281372111
109.33891354938463 88.11196439254529
101.43033777898154 100.36226278944756
80.81362111838565 90.00115764953601
112.64633466202528 89.3388231213435
97.87586675572227 105.2161066899753
112.15539416240905 103.71641589241561
89.13353054344132 114.86550949299992
98.71949276138903 90.03684034759975
118.47276543450081 94.0487336700913
103.75515518387904 104.4636440530556
98.18862635928527 96.70432703852916
125.01922469426376 95.416456013961
97.17366897205986 90.6191141175966
100.30009358646248 101.04573769949666
91.06710086653841 95.20847461504113
106.90347329727702 89.01824770269641
111.5272102312437 100.50606915966475
109.87841170353958 101.6483895837092
104.31428788495248 97.66353297154586
112.43956174065345 115.81073756224579
93.22372314892024 97.00465371747549
90.86692343750951 115.20665182884781
114.38035379125792 100.19953905495807
110.19794810046501 90.64387950543977
120.00875244044461 87.16512728611733
95.70137533935453 82.72397736543891
104.46102058950926 99.54144684057931
98.33198164657091 79.9712367386088
111.03574381910185 100.20836079526747
95.86860997172103 105.74206737694034
115.05921761000954 107.87370051712499
99.18712830630936 92.07271356384197
100.5892214617937 93.79578361376653
95.6778570129787 112.78611992432614
96.18721638104802 108.9609013123363
93.94842471511863 110.6903304504323
90.24270211621969 111.63055363341347
108.00050459186006 109.52200054733511
98.3210150565178 104.31109708620777
103.65247759505472 94.78031215154795
90.60217276128242 105.00872612074586
93.44441157389903 114.41958109594184
110.08149600474522 116.88375925956578
111.96457240319288 111.48695230956938
94.6470495618479 97.58773457000208
96.04599611195921 119.71413267680636
99.10335597391803 97.47357081219045
88.84102236149243 100.18845725667494
84.59764695783052 102.49939767381693
94.84405990286277 93.28090340574376
101.3583573073577 100.40984788681337
106.61389715748105 102.60944379436461
109.79158635933767 106.79111775757235
104.07728128682618 98.68502036403262
112.96538915269595 100.96513703678414
94.83104150572065 98.99292339522722
113.3526497673721 98.25422844809975
87.12413982828006 107.59419275266754
103.18436779498572 98.5135529952125
106.13893756282316 105.32578113399956
103.6978373402376 110.96580371111953
87.41135421174428 107.16378959893116
85.36210274318428 107.95794384340985
98.59639242920102 74.74470662216521
108.38757426592181 93.05614250309065
125.56947404101271 94.63524375760854
106.72800818260116 98.46324033105512
96.97300818265947 98.12112707127598
101.38486404126559 107.9315336747428
103.4171830942698 92.9972966864263
108.5708645961807 84.47174052982177
103.10265243623897 116.02634861878275
79.00633999842583 98.54791840569683
95.23013725835001 109.24715362941517
94.0358400117687 103.06968034852157
97.97306483386771 86.71079931051861
106.13272912328617 80.62626227425088
101.89516343281474 107.79933953644401
94.77352357720382 110.1318593257761
97.57009536305286 104.0876905339573
86.81773979900413 103.18763117065511
95.86754445872954 93.18059276510763
79.90309600635796 103.96528716874504
85.16655097812202 104.13168170431628
103.7901445984612 90.78214250602792
85.86626180888283 103.13364342569982
81.6577609657681 87.25377785895935
73.46347850008304 97.23180976946554
95.35848321908621 119.79753858859895
89.23204873350572 80.6330855693173
113.41339723515873 100.3716416223888
109.4743975070475 94.47104332857315
98.70550438850984 90.28661110979816
106.63510857355237 111.16605467241268
94.53014509195414 110.69276565206597
92.70875059939237 129.9288139662418
99.2472906291753 112.28058036681438
91.09642524595021 91.5518381389297
99.11400324691382 99.50559245827674
110.08816924910548 105.58911565816845
102.75359084625666 94.05966461312597
108.13642679399209 104.7703920116073
92.51081655078453 107.88554156420544
101.14953767447915 92.80950188873732
90.07345023426457 104.9993262301992
114.5660788515356 90.96938220795026
108.48675287793967 104.27885195629486
107.08057832526103 83.68884385466798
112.0377393102425 92.43841699856921
88.7645648308849 112.30477402490719
110.14531031415812 78.44586113564415
106.63647976318505 85.20041999625982
94.38256487434532 88.64582173825461
94.38557863413004 106.21700674899586
101.18822435850822 86.65551117539583
92.33927519636612 94.22809795254801
85.93647876757831 114.9327506994683
106.21735016534294 99.65423671458193
110.64595739971446 129.4925439416237
85.78066348440738 103.99940209652134
115.47042434766377 99.29522038903245
96.09241247567978 108.93943336297515
103.18392358433044 109.28696598713441
97.63077156104917 111.13996114329126
114.59854427314019 114.8318586199446
87.7544399986096 113.33210198847391
84.65803579774773 105.46429684386979
94.41400050465815 94.13685919096567
107.98863840905858 93.2300389676406
80.72525020508826 101.26024162007691
86.12409582389154 107.80098067350248
80.56649412874866 82.94258718740744
111.63901368545201 108.0350928348002
96.46991770183993 100.18155687974875
107.85641108699208 101.78349361724081
78.05221635459414 95.96238300729577
95.51278861293684 113.76655033735665
96.92144372436046 107.0645356711229
102.38782817809826 88.50670699990893
91.17336874174407 101.78387681479711
108.54638097033505 92.5448762774914
92.16547960202385 91.13534786315742
107.65576775246632 90.83618335785313
105.68924004854058 93.74488529978865
110.15442960307466 86.30296993030827
110.87089201309611 90.1112816536581
95.75196423746503 91.37557940245725
105.81923272607625 107.61048974088736
98.25764032980221 101.8069670293383
113.30052988840627 92.73462767148338
120.52298899133208 114.90541598392238
97.50858573068557 104.10243659353692
70.43747665348965 96.31796885208145
77.56381984768336 109.50149878568104
115.76931294814347 100.87751200095653
103.7740416995515 110.70065387003346
89.8797062086179 106.50143804820857
99.27058584849908 94.40222722479109
102.01456125647 90.07521163722073
91.19102137713591 96.07129448457627
99.80227207120664 88.83739354785713
87.65445259018504 101.2170647936927
114.51793647969639 113.52022177899558
100.999786740779 103.94207790724481
91.2770786738033 106.33876826361364
109.73525816871724 104.62281841947525
102.7469466088296 98.51441438728521
101.66709935662313 105.08075836417946
113.1129739717168 124.99861893428248
90.24302333747978 104.64523335639379
120.06828693738943 104.92318495898783
91.42481888678874 93.49002145062971
85.88427269114338 110.02429053736981
84.45703400605333 95.21743361946643
119.30580232936694 106.01199059364869
106.06757807319467 120.60429545957383
85.01982477438492 95.48765502367173
86.30042043464394 84.87916353255818
100.99164981211534 89.40324886096711
86.11878161254143 111.37275766025118
89.63732989906734 99.03414005275576
88.88244995366776 114.30542934762612
109.62384813965593 98.44903065627402
86.18047589074239 91.59097303861387
112.51354272241359 106.3669682064531
89.81613527763413 102.43981721780521
100.75812858614756 83.09265210348576
103.62182601703796 89.87482602623906
125.21718848164092 77.95437419586887
93.7651997086452 94.86579662369131
93.69423242367628 105.28963569928364
103.2458961507377 101.74449252093154
108.13712704198691 94.96309670842447
97.69403212565301 96.84793767717296
100.62052305833924 93.49864615314902
122.92604456617292 79.24522698961496
93.89280559897729 86.54565649455778
102.67392749677862 94.3834642074244
98.80097922408804 97.45516433513134
101.38971911622542 115.05683234346603
83.27806141468159 79.59781434455715
111.67890656497447 87.59606297221958
120.26326495092347 109.38690591537737
89.82871615331253 94.10881818213582
94.61231106283702 99.56166199488034
83.94681430284398 120.33597943972748
104.48026315955082 86.9433297775474
101.8590156335027 103.06623104711348
75.32651915784824 95.35753330751587
107.58131437570283 91.15851655601081
82.38587264396205 117.96496325094523
88.1421622226644 90.29590821384734
94.63960684604261 106.69803602245275
110.93898067455588 113.85071988308452
101.67922935570813 99.97107602847231
109.01442085046284 76.09303727491937
98.72949969062962 99.96480223382174
101.34258594735289 96.52028736176254
104.72520829973487 101.84745661671205
105.3119468172057 96.0308977034201
110.46576817958865 117.27403293548183
92.54523068553571 93.88988004448277
101.67910474767866 108.31375823473896
88.50653873970381 106.12294426903844
102.79574191111466 96.59832245122196
